Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_Limit,Junction_Detail,Junction_Control,Pedestrian_Crossing_Type,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Road_Hazards,Vehicle_Reference.x,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Pedestrian_Location,Car_Passenger,Bus_or_Coach_Passenger,Vehicle_Reference.y,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_in_Restricted_Lane,Skidding_and_Overturning,Hit_Object_on_Road,Vehicle_veer_off_Road,Hit_Object_off_Road,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Engine_Capacity_CC,Engine_Type,Age_of_Vehicle
200501CW10876,Serious,1,1,1/7/2005,Friday,7:40,One way street,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,23,Serious,Crossing within 50m of facility,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Job,M,32,1990,Petrol,NA
200501CW10877,Slight,1,1,15/7/2005,Friday,13:30,Single motorway,30,More than 4 sections,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,-1,Slight,Not pedestrian,Rear seat,None,1,Taxi/Grab,Moving off,N,No,N,N,N,Job,M,48,NA,NA,NA
200501CW10878,Slight,1,1,25/5/2005,Wednesday,15:50,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,41,Slight,Sidewalk,None,None,1,Car,Reversing,N,No,N,N,N,Unknown,M,-1,1990,Petrol,16
200501CW10879,Serious,2,1,2/7/2005,Saturday,7:27,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,38,Serious,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,38,NA,NA,NA
200501CW10879,Serious,2,1,2/7/2005,Saturday,7:27,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,38,Serious,Not pedestrian,None,None,2,Goods Van,Changing lane,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501CW10880,Slight,2,1,2/4/2005,Saturday,1:30,Single motorway,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,31,1781,Petrol,8
200501CW10880,Slight,2,1,2/4/2005,Saturday,1:30,Single motorway,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,-1,1997,Petrol,4
200501CW10881,Slight,2,1,6/4/2005,Wednesday,0:20,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,M,59,Slight,Not pedestrian,None,None,1,Taxi/Grab,Waiting to/Turning left,N,No,N,N,N,Job,M,59,2664,Heavy oil,13
200501CW10881,Slight,2,1,6/4/2005,Wednesday,0:20,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,M,59,Slight,Not pedestrian,None,None,2,Car,Reversing,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW10884,Slight,3,1,16/6/2005,Thursday,9:40,Single motorway,30,Mini-roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,67,Slight,Not pedestrian,None,None,1,Taxi/Grab,Waiting to/Turning right,N,No,N,N,N,Job,M,67,2402,Heavy oil,NA
200501CW10884,Slight,3,1,16/6/2005,Thursday,9:40,Single motorway,30,Mini-roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,67,Slight,Not pedestrian,None,None,2,Taxi/Grab,Waiting,N,No,N,N,N,Job,M,58,NA,NA,NA
200501CW10884,Slight,3,1,16/6/2005,Thursday,9:40,Single motorway,30,Mini-roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,67,Slight,Not pedestrian,None,None,3,Bus/Coach,Going ahead,N,No,N,N,N,Job,F,36,NA,NA,NA
200501CW10885,Slight,2,1,16/5/2005,Monday,9:40,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,46,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,40,NA,NA,NA
200501CW10885,Slight,2,1,16/5/2005,Monday,9:40,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,46,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,46,NA,NA,NA
200501CW10886,Slight,1,2,17/6/2005,Friday,18:45,Single motorway,30,Not at junction,NA,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,19,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,19,124,Petrol,4
200501CW10886,Slight,1,2,17/6/2005,Friday,18:45,Single motorway,30,Not at junction,NA,Traffic light,Daylight,Fine,Dry,None,None,1,2,Pedestrian,M,34,Slight,Crossing within 50m of facility,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,19,124,Petrol,4
200501CW10887,Slight,1,1,30/6/2005,Thursday,8:30,Single motorway,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,13,Slight,Crossing on facility,None,None,1,Bus/Coach,Halting,N,No,N,N,N,Job,F,43,8268,Heavy oil,3
200501CW10888,Slight,2,1,5/7/2005,Tuesday,18:00,Dual motorway ,30,Crossroad,Traffic light,Traffic light,Daylight,Rain,Wet,None,None,2,1,Driver,M,49,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,46,1769,Heavy oil,9
200501CW10888,Slight,2,1,5/7/2005,Tuesday,18:00,Dual motorway ,30,Crossroad,Traffic light,Traffic light,Daylight,Rain,Wet,None,None,2,1,Driver,M,49,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,49,NA,NA,NA
200501CW10889,Serious,2,1,20/7/2005,Wednesday,18:10,Dual motorway ,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,30,Serious,Not pedestrian,None,None,1,Taxi/Grab,U-turn,N,No,N,N,N,Job,M,37,1850,Petrol,7
200501CW10889,Serious,2,1,20/7/2005,Wednesday,18:10,Dual motorway ,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,30,Serious,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,30,955,Petrol,1
200501CW10890,Slight,1,1,7/7/2005,Thursday,16:20,Single motorway,30,T-junction,Give-way sign,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,23,Slight,Crossing within 50m of facility,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Job,M,39,2664,Heavy oil,9
200501CW10894,Slight,3,1,1/7/2005,Friday,13:38,Dual motorway ,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,26,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,26,499,Petrol,7
200501CW10894,Slight,3,1,1/7/2005,Friday,13:38,Dual motorway ,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,26,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,42,2099,Petrol,1
200501CW10894,Slight,3,1,1/7/2005,Friday,13:38,Dual motorway ,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,26,Slight,Not pedestrian,None,None,3,Car,Changing lane,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501CW10895,Slight,1,1,8/7/2005,Friday,21:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,M,27,Slight,Elsewhere,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,27,645,Petrol,4
200501CW10896,Slight,2,1,8/7/2005,Friday,13:10,One way street,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,40,Slight,Not pedestrian,None,None,1,Taxi/Grab,Waiting,N,No,N,N,N,Job,M,40,2664,Heavy oil,7
200501CW10896,Slight,2,1,8/7/2005,Friday,13:10,One way street,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,40,Slight,Not pedestrian,None,None,2,Bus/Coach,Going ahead,N,No,N,N,N,Job,M,25,NA,Heavy oil,10
200501CW10897,Slight,1,1,9/7/2005,Saturday,17:00,Dual motorway ,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,59,Slight,Not pedestrian,None,Standing,1,Bus/Coach,Moving off,N,No,N,N,N,Job,M,41,8268,Heavy oil,3
200501CW10898,Slight,2,1,12/7/2005,Tuesday,15:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,24,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,19,1248,Heavy oil,1
200501CW10898,Slight,2,1,12/7/2005,Tuesday,15:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,24,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,24,1130,Petrol,1
200501CW10899,Serious,2,1,29/4/2005,Friday,2:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Wet,None,None,2,1,Passenger,F,19,Serious,Not pedestrian,Front seat,None,1,Car,Waiting to/Turning right,N,Skid,N,N,N,Unknown,F,-1,1299,Petrol,9
200501CW10899,Serious,2,1,29/4/2005,Friday,2:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Wet,None,None,2,1,Passenger,F,19,Serious,Not pedestrian,Front seat,None,2,Car,Going ahead,N,Skid,N,N,N,Unknown,M,54,1598,Petrol,15
200501CW10900,Slight,2,1,4/4/2005,Monday,10:25,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Wet,None,None,1,1,Driver,F,32,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,32,1840,Petrol,3
200501CW10900,Slight,2,1,4/4/2005,Monday,10:25,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Wet,None,None,1,1,Driver,F,32,Slight,Not pedestrian,None,None,2,Goods Van,Waiting to/Turning right,N,No,N,N,N,Unknown,NA,-1,11967,Heavy oil,1
200501CW10901,Slight,1,1,3/1/2005,Monday,17:01,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Passenger,M,8,Slight,Not pedestrian,None,Standing,1,Bus/Coach,Halting,N,No,N,N,N,Job,M,-1,8268,Heavy oil,2
200501CW10902,Slight,2,1,4/4/2005,Monday,10:40,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,43,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,43,NA,NA,NA
200501CW10902,Slight,2,1,4/4/2005,Monday,10:40,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,43,Slight,Not pedestrian,None,None,2,Taxi/Grab,Parking,N,No,N,N,N,Unknown,M,-1,2664,Heavy oil,6
200501CW10903,Slight,2,1,7/1/2005,Friday,22:55,Single motorway,30,Crossroad,Traffic light,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,F,29,Slight,Not pedestrian,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Job,M,48,2446,Heavy oil,5
200501CW10903,Slight,2,1,7/1/2005,Friday,22:55,Single motorway,30,Crossroad,Traffic light,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,F,29,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,29,NA,NA,NA
200501CW10907,Slight,1,1,18/1/2005,Tuesday,17:35,Roundabout,30,Roundabout,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,34,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,34,NA,NA,NA
200501CW10908,Slight,2,1,12/6/2005,Sunday,14:00,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,25,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,25,85,Petrol,6
200501CW10908,Slight,2,1,12/6/2005,Sunday,14:00,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,25,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,33,1896,Heavy oil,3
200501CW10909,Serious,2,1,18/7/2005,Monday,13:20,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,31,Serious,Not pedestrian,None,None,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,F,36,7300,Heavy oil,2
200501CW10909,Serious,2,1,18/7/2005,Monday,13:20,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,31,Serious,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,31,1388,Petrol,2
200501CW10910,Serious,2,1,15/7/2005,Friday,13:40,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,39,Serious,Elsewhere,None,None,1,Taxi/Grab,Overtaking,N,No,N,N,N,Job,M,-1,1850,Petrol,5
200501CW10910,Serious,2,1,15/7/2005,Friday,13:40,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,39,Serious,Elsewhere,None,None,2,Bus/Coach,Waiting,N,No,N,N,N,Job,NA,-1,NA,NA,NA
200501CW10911,Slight,2,1,24/6/2005,Friday,8:45,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Wet,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Taxi/Grab,Halting,N,No,N,N,N,Job,M,58,2402,Heavy oil,NA
200501CW10911,Slight,2,1,24/6/2005,Friday,8:45,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Wet,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,Skid,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW10912,Slight,2,1,2/7/2005,Saturday,3:50,Dual motorway ,30,More than 4 sections,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,29,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,To/From Work,M,29,NA,NA,NA
200501CW10912,Slight,2,1,2/7/2005,Saturday,3:50,Dual motorway ,30,More than 4 sections,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,29,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,-1,1149,Petrol,6
200501CW10913,Slight,2,1,29/6/2005,Wednesday,9:23,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,32,Slight,Not pedestrian,None,None,1,Taxi/Grab,Parking,N,No,N,N,N,Job,M,42,NA,NA,NA
200501CW10913,Slight,2,1,29/6/2005,Wednesday,9:23,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,32,Slight,Not pedestrian,None,None,2,Bicycle,Overtaking,N,No,N,N,N,Unknown,F,32,NA,NA,NA
200501CW10916,Slight,2,1,5/5/2005,Thursday,16:00,Single motorway,30,T-junction,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,-1,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,M,-1,1000,Heavy oil,20
200501CW10916,Slight,2,1,5/5/2005,Thursday,16:00,Single motorway,30,T-junction,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,-1,Slight,Not pedestrian,None,Seated,2,Car,Changing lane,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501CW10917,Slight,1,1,3/7/2005,Sunday,14:05,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,44,Slight,Not pedestrian,None,Boarding,1,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,63,NA,Heavy oil,42
200501CW10918,Slight,1,1,30/6/2005,Thursday,20:00,One way street,30,Crossroad,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Passenger,M,26,Slight,Not pedestrian,None,Standing,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,M,-1,NA,Heavy oil,4
200501CW10919,Slight,2,1,15/3/2005,Tuesday,18:15,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,53,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,53,885,Petrol,7
200501CW10919,Slight,2,1,15/3/2005,Tuesday,18:15,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,53,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,-1,1783,Petrol,8
200501CW10920,Slight,2,1,22/4/2005,Friday,21:25,One way street,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Passenger,M,-1,Slight,Not pedestrian,Front seat,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,28,2494,Petrol,5
200501CW10920,Slight,2,1,22/4/2005,Friday,21:25,One way street,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Passenger,M,-1,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW10923,Slight,2,1,27/6/2005,Monday,20:05,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Bicycle,Parking,N,No,N,N,N,Unknown,M,31,NA,NA,NA
200501CW10923,Slight,2,1,27/6/2005,Monday,20:05,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Car,Overtaking,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501CW10924,Slight,1,1,2/7/2005,Saturday,14:00,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,-1,Slight,Crossing on facility,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,28,1998,Petrol,8
200501CW10925,Slight,2,1,5/5/2005,Thursday,11:00,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,60,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Job,M,60,NA,NA,NA
200501CW10925,Slight,2,1,5/5/2005,Thursday,11:00,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,60,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW10926,Slight,2,1,6/6/2005,Monday,7:10,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,F,46,Slight,Not pedestrian,None,None,1,Car,Halting,N,No,N,N,N,Unknown,F,46,NA,NA,NA
200501CW10926,Slight,2,1,6/6/2005,Monday,7:10,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,F,46,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,1995,Petrol,5
200501CW10927,Slight,2,1,6/7/2005,Wednesday,19:52,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,1,Motorcycle,Waiting to/Turning left,N,No,N,N,N,Job,M,36,49,Petrol,5
200501CW10927,Slight,2,1,6/7/2005,Wednesday,19:52,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW10928,Slight,2,1,15/5/2005,Sunday,16:15,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,53,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,53,NA,NA,NA
200501CW10928,Slight,2,1,15/5/2005,Sunday,16:15,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,53,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Job,M,-1,NA,NA,NA
200501CW10929,Serious,1,1,5/7/2005,Tuesday,9:58,One way street,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,19,Serious,Crossing within 50m of facility,None,None,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,M,44,7300,Heavy oil,2
200501CW10930,Slight,2,3,5/7/2005,Tuesday,4:25,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,F,29,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,29,1896,Heavy oil,NA
200501CW10930,Slight,2,3,5/7/2005,Tuesday,4:25,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,F,29,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,27,NA,NA,NA
200501CW10930,Slight,2,3,5/7/2005,Tuesday,4:25,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,2,Pedestrian,F,22,Slight,Footbridge,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,29,1896,Heavy oil,NA
200501CW10930,Slight,2,3,5/7/2005,Tuesday,4:25,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,2,Pedestrian,F,22,Slight,Footbridge,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,27,NA,NA,NA
200501CW10930,Slight,2,3,5/7/2005,Tuesday,4:25,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,3,Driver,F,27,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,29,1896,Heavy oil,NA
200501CW10930,Slight,2,3,5/7/2005,Tuesday,4:25,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,3,Driver,F,27,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,27,NA,NA,NA
200501CW10932,Slight,2,1,2/7/2005,Saturday,12:45,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,36,NA,NA,NA
200501CW10932,Slight,2,1,2/7/2005,Saturday,12:45,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,2,Bicycle,Waiting to/Turning left,N,No,N,N,N,Unknown,M,34,NA,NA,NA
200501CW10933,Slight,1,1,8/7/2005,Friday,12:45,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,43,Slight,Crossing on facility,None,None,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,F,38,NA,NA,NA
200501CW10934,Slight,2,1,12/7/2005,Tuesday,18:35,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Car,Parking,N,No,N,N,N,Unknown,M,53,1896,Heavy oil,2
200501CW10934,Slight,2,1,12/7/2005,Tuesday,18:35,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW10935,Slight,2,1,5/7/2005,Tuesday,19:50,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,28,Slight,Not pedestrian,None,None,1,Motorcycle,Waiting to/Turning right,N,No,N,N,N,Unknown,M,28,600,Petrol,6
